,Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim
3500,10003500,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,206,1,1,3,34
3501,10003501,Tampa,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,164,1,1,3,0
3502,10003502,Tampa,Employed,Male,Primary_Plan,Website,Sedan_4 Door,128,1,4,3,30
3503,10003503,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,136,3,1,2,73
3504,10003504,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,234,2,4,3,22
3505,10003505,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,186,5,2,4,129
3506,10003506,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,180,1,2,2,60
3507,10003507,Boston,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,140,3,4,4,116
3508,10003508,Denver,Employed,Female,Primary_Plan,Website,SUV,224,1,4,3,39
3509,10003509,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,1,4,2,95
3510,10003510,Tampa,Employed,Male,Primary_Plan,Website,Sports Car,238,1,1,5,39
3511,10003511,Tampa,Retired,Male,Primary_Plan,Customer_Call_Centre,SUV,238,2,1,2,52
3512,10003512,Denver,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,90
3513,10003513,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,2,4,3,4
3514,10003514,Denver,Employed,Female,Premium_Plan,Website,Sedan_4 Door,230,2,2,3,43
3515,10003515,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,178,2,2,4,138
3516,10003516,Boston,Unemployed,Male,Primary_Plan,Agents,SUV,212,1,3,2,86
3517,10003517,Boston,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,134,5,1,4,120
3518,10003518,Denver,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,130,2,1,4,146
3519,10003519,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,170,3,1,2,64
3520,10003520,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,3,1,3,43
3521,10003521,Fairfield,Retired,Female,Extended_Plan,Agents,Sports Car,278,1,1,5,13
3522,10003522,Denver,Employed,Male,Primary_Plan,Agents,Sports Car,238,1,4,5,34
3523,10003523,Denver,Unemployed,Male,Primary_Plan,Agents,SUV,204,1,2,4,120
3524,10003524,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,198,1,3,3,4
3525,10003525,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,180,2,2,3,13
3526,10003526,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,3,2,52
3527,10003527,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,142,1,3,3,17
3528,10003528,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,Sports Car,308,1,2,4,142
3529,10003529,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,180,3,4,3,39
3530,10003530,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,1,2,2,56
3531,10003531,Boston,Employed,Female,Premium_Plan,Direct Branch Contact,Coupe_2 Door,202,2,2,3,34
3532,10003532,Denver,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,204,2,2,2,86
3533,10003533,Boston,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,148,1,4,3,34
3534,10003534,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,132,6,2,4,133
3535,10003535,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,2,2,3,43
3536,10003536,Tampa,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,122,1,2,3,39
3537,10003537,Boston,Disabled,Male,Primary_Plan,Agents,SUV,224,9,3,2,86
3538,10003538,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,170,2,2,3,22
3539,10003539,Denver,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,222,9,2,2,52
3540,10003540,Tampa,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,128,6,1,2,69
3541,10003541,Boston,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,172,4,3,3,47
3542,10003542,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,3,3,2,69
3543,10003543,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,134,2,1,3,13
3544,10003544,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,3,3,34
3545,10003545,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,2,3,5,99
3546,10003546,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,1,2,3,4
3547,10003547,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,1,4,3,9
3548,10003548,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,5,4,4,129
3549,10003549,Tampa,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,202,2,3,2,90
3550,10003550,Denver,Disabled,Male,Primary_Plan,Agents,Coupe_2 Door,136,3,1,3,30
3551,10003551,Indianapolis,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,140,2,1,2,56
3552,10003552,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,132,1,1,3,30
3553,10003553,Boston,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,238,6,1,4,138
3554,10003554,Fairfield,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,128,7,3,4,150
3555,10003555,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,130,2,1,3,0
3556,10003556,Denver,Employed,Male,Primary_Plan,Website,Sedan_4 Door,144,2,2,3,30
3557,10003557,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,392,1,2,2,56
3558,10003558,Tampa,Disabled,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,166,3,1,4,125
3559,10003559,Fairfield,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,180,1,2,3,4
3560,10003560,Tampa,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,196,1,1,3,34
3561,10003561,Tampa,Employed,Male,Extended_Plan,Agents,Luxurious_SUV,480,8,1,2,56
3562,10003562,Boston,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,170,2,2,3,22
3563,10003563,Fairfield,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,210,2,1,4,103
3564,10003564,Fairfield,Medical Leave,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,7,4,4,120
3565,10003565,Indianapolis,Unemployed,Female,Extended_Plan,Website,Coupe_2 Door,166,1,4,2,73
3566,10003566,Boston,Disabled,Male,Primary_Plan,Direct Branch Contact,SUV,230,2,2,2,52
3567,10003567,Tampa,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,186,6,1,3,4
3568,10003568,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,126,8,1,3,39
3569,10003569,Boston,Employed,Female,Primary_Plan,Website,Coupe_2 Door,138,2,2,2,60
3570,10003570,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,2,3,3,22
3571,10003571,Tampa,Medical Leave,Female,Extended_Plan,Website,Sports Car,268,2,2,5,26
3572,10003572,Fairfield,Employed,Male,Premium_Plan,Direct Branch Contact,Sports Car,308,1,2,4,142
3573,10003573,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,126,1,4,4,108
3574,10003574,Tampa,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,140,2,4,4,150
3575,10003575,Boston,Medical Leave,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,172,2,4,5,99
3576,10003576,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,3,3,2,64
3577,10003577,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,236,1,1,3,30
3578,10003578,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,198,1,2,3,39
3579,10003579,Denver,Unemployed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,158,1,4,3,0
3580,10003580,Fairfield,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,2,2,2,69
3581,10003581,Denver,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,222,2,1,4,103
3582,10003582,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,2,2,3,13
3583,10003583,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,148,1,1,3,13
3584,10003584,Boston,Medical Leave,Female,Primary_Plan,Website,SUV,218,5,3,3,4
3585,10003585,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,152,2,1,2,90
3586,10003586,Boston,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,236,1,4,3,4
3587,10003587,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,2,2,2,82
3588,10003588,Fairfield,Unemployed,Female,Primary_Plan,Website,Coupe_2 Door,146,5,1,4,150
3589,10003589,Indianapolis,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,1,3,4,133
3590,10003590,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,154,5,1,4,125
3591,10003591,Denver,Employed,Male,Extended_Plan,Agents,SUV,250,5,2,3,9
3592,10003592,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,148,2,1,2,60
3593,10003593,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,176,3,3,4,142
3594,10003594,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,1,4,2,60
3595,10003595,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,216,2,3,4,125
3596,10003596,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,248,6,1,4,150
3597,10003597,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,2,2,2,95
3598,10003598,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,138,9,1,3,4
3599,10003599,Indianapolis,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,192,3,3,4,125
3600,10003600,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,140,1,4,3,39
3601,10003601,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,1,4,3,26
3602,10003602,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,214,7,2,4,125
3603,10003603,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,9,1,2,56
3604,10003604,Tampa,Employed,Female,Extended_Plan,Agents,SUV,248,1,2,4,146
3605,10003605,Fairfield,Employed,Female,Extended_Plan,Website,Coupe_2 Door,198,1,3,3,30
3606,10003606,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,182,2,4,3,34
3607,10003607,Tampa,Employed,Female,Premium_Plan,Customer_Call_Centre,Coupe_2 Door,232,1,2,2,64
3608,10003608,Denver,Unemployed,Male,Premium_Plan,Customer_Call_Centre,Coupe_2 Door,212,2,2,4,146
3609,10003609,Fairfield,Disabled,Male,Primary_Plan,Agents,Coupe_2 Door,124,2,2,3,30
3610,10003610,Boston,Medical Leave,Female,Extended_Plan,Agents,Sedan_4 Door,170,7,1,2,86
3611,10003611,Denver,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,158,5,2,2,64
3612,10003612,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,1,2,3,39
3613,10003613,Denver,Employed,Male,Premium_Plan,Customer_Call_Centre,Sports Car,346,1,3,5,43
3614,10003614,Denver,Employed,Male,Primary_Plan,Website,Coupe_2 Door,142,1,3,3,13
3615,10003615,Fairfield,Medical Leave,Male,Primary_Plan,Website,Sedan_4 Door,132,3,1,2,64
3616,10003616,Boston,Employed,Female,Primary_Plan,Website,SUV,228,1,3,3,9
3617,10003617,Denver,Disabled,Female,Extended_Plan,Agents,Sedan_4 Door,160,5,1,3,43
3618,10003618,Indianapolis,Unemployed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,182,1,1,3,13
3619,10003619,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,132,1,4,4,103
3620,10003620,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,236,2,1,2,90
3621,10003621,Fairfield,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,190,1,2,2,56
3622,10003622,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,6,1,3,9
3623,10003623,Fairfield,Employed,Male,Primary_Plan,Agents,SUV,224,2,1,2,86
3624,10003624,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,174,3,1,3,13
3625,10003625,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,192,1,2,2,90
3626,10003626,Denver,Unemployed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,228,2,1,2,95
3627,10003627,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,158,9,1,2,69
3628,10003628,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,184,2,1,3,22
3629,10003629,Tampa,Unemployed,Female,Premium_Plan,Agents,SUV,316,1,3,3,22
3630,10003630,Tampa,Employed,Female,Primary_Plan,Website,Coupe_2 Door,140,5,1,4,138
3631,10003631,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,224,8,1,3,47
3632,10003632,Boston,Employed,Female,Extended_Plan,Website,Sedan_4 Door,192,1,2,2,69
3633,10003633,Denver,Disabled,Male,Primary_Plan,Website,SUV,212,1,3,4,120
3634,10003634,Tampa,Disabled,Female,Primary_Plan,Customer_Call_Centre,SUV,216,2,3,3,0
3635,10003635,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,3,1,4,112
3636,10003636,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,1,2,3,34
3637,10003637,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,146,1,1,4,125
3638,10003638,Indianapolis,Employed,Male,Primary_Plan,Website,Sedan_4 Door,132,3,4,2,73
3639,10003639,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,126,3,4,3,47
3640,10003640,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,SUV,236,5,3,3,26
3641,10003641,Boston,Employed,Female,Premium_Plan,Website,Sedan_4 Door,204,1,1,2,69
3642,10003642,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,6,2,3,22
3643,10003643,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,238,2,1,2,95
3644,10003644,Tampa,Employed,Male,Primary_Plan,Website,Coupe_2 Door,122,1,2,4,103
3645,10003645,Boston,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,9,3,4,125
3646,10003646,Fairfield,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,172,8,1,3,26
3647,10003647,Denver,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,224,7,2,2,90
3648,10003648,Fairfield,Employed,Male,Primary_Plan,Agents,SUV,216,1,4,3,30
3649,10003649,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Sports Car,262,8,3,2,64
3650,10003650,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,7,4,3,43
3651,10003651,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,6,1,2,64
3652,10003652,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,1,2,4,103
3653,10003653,Tampa,Medical Leave,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,184,1,4,2,60
3654,10003654,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sports Car,234,3,3,5,99
3655,10003655,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,2,1,2,90
3656,10003656,Tampa,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,158,7,1,2,90
3657,10003657,Denver,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,148,2,1,3,4
3658,10003658,Fairfield,Retired,Male,Primary_Plan,Agents,Coupe_2 Door,132,5,2,3,30
3659,10003659,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,132,3,3,2,73
3660,10003660,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,1,2,3,34
3661,10003661,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,138,3,1,4,112
3662,10003662,Denver,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,166,2,2,4,125
3663,10003663,Denver,Unemployed,Female,Primary_Plan,Agents,Sports Car,234,6,2,4,103
3664,10003664,Tampa,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,138,1,2,2,95
3665,10003665,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,1,1,2,69
3666,10003666,Fairfield,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,142,1,2,3,17
3667,10003667,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,142,1,4,4,120
3668,10003668,Tampa,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,128,1,3,2,56
3669,10003669,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,130,1,2,3,22
3670,10003670,Boston,Unemployed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,180,2,1,4,142
3671,10003671,Boston,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,90
3672,10003672,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,SUV,262,9,2,4,116
3673,10003673,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,136,1,1,4,120
3674,10003674,Denver,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,168,7,2,4,142
3675,10003675,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,1,3,3,26
3676,10003676,Tampa,Employed,Male,Primary_Plan,Website,Sedan_4 Door,126,2,2,3,34
3677,10003677,Tampa,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,158,2,1,4,129
3678,10003678,Fairfield,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,148,9,1,3,39
3679,10003679,Tampa,Medical Leave,Female,Extended_Plan,Agents,Sedan_4 Door,164,3,1,4,125
3680,10003680,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,146,1,2,6,43
3681,10003681,Boston,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,168,3,4,4,142
3682,10003682,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,138,8,2,4,103
3683,10003683,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,3,3,4,120
3684,10003684,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,208,2,3,6,17
3685,10003685,Denver,Unemployed,Female,Extended_Plan,Customer_Call_Centre,SUV,266,6,1,5,99
3686,10003686,Indianapolis,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,1,2,77
3687,10003687,Tampa,Unemployed,Female,Primary_Plan,Website,SUV,218,4,1,6,22
3688,10003688,Denver,Employed,Female,Primary_Plan,Website,Sedan_4 Door,126,6,2,6,4
3689,10003689,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,144,3,2,2,73
3690,10003690,Boston,Unemployed,Female,Primary_Plan,Direct Branch Contact,Luxirious_Car,380,3,1,5,4
3691,10003691,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,2,1,4,112
3692,10003692,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,210,2,1,2,82
3693,10003693,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,126,8,3,4,103
3694,10003694,Boston,Employed,Female,Extended_Plan,Agents,Sports Car,272,8,1,4,103
3695,10003695,Indianapolis,Medical Leave,Male,Primary_Plan,Website,SUV,234,2,1,2,82
3696,10003696,Boston,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,188,6,2,6,30
3697,10003697,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,146,9,2,2,69
3698,10003698,Denver,Retired,Male,Primary_Plan,Agents,SUV,212,2,1,6,47
3699,10003699,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,8,2,5,99
3700,10003700,Denver,Employed,Male,Primary_Plan,Agents,SUV,220,2,3,6,22
3701,10003701,Tampa,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,174,1,1,2,56
3702,10003702,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,5,2,2,90
3703,10003703,Boston,Employed,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,162,3,2,4,108
3704,10003704,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,186,8,2,2,90
3705,10003705,Denver,Medical Leave,Female,Primary_Plan,Agents,Sedan_4 Door,122,3,1,6,22
3706,10003706,Boston,Employed,Female,Extended_Plan,Website,SUV,262,1,1,4,133
3707,10003707,Denver,Employed,Male,Extended_Plan,Customer_Call_Centre,Sports Car,262,6,4,2,95
3708,10003708,Indianapolis,Employed,Male,Extended_Plan,Website,Sedan_4 Door,154,1,2,4,129
3709,10003709,Denver,Unemployed,Female,Primary_Plan,Direct Branch Contact,SUV,218,4,1,4,108
3710,10003710,Denver,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,136,1,1,2,60
3711,10003711,Boston,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,138,2,1,4,150
3712,10003712,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,1,4,129
3713,10003713,Denver,Employed,Female,Extended_Plan,Website,Sports Car,272,1,1,5,17
3714,10003714,Denver,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,6,1,6,22
3715,10003715,Tampa,Unemployed,Male,Extended_Plan,Agents,SUV,260,4,1,4,138
3716,10003716,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,2,2,4,146
3717,10003717,Boston,Unemployed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,2,1,4,116
3718,10003718,Indianapolis,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,2,2,2,64
3719,10003719,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,9,2,6,43
3720,10003720,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,1,2,6,9
3721,10003721,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,128,2,1,2,86
3722,10003722,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,146,6,2,6,39
3723,10003723,Boston,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,222,3,2,6,26
3724,10003724,Boston,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,130,2,2,6,39
3725,10003725,Tampa,Unemployed,Male,Premium_Plan,Agents,SUV,360,2,2,4,125
3726,10003726,Denver,Unemployed,Female,Primary_Plan,Agents,SUV,236,4,1,2,60
3727,10003727,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,3,2,4,108
3728,10003728,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,222,3,2,2,60
3729,10003729,Indianapolis,Unemployed,Female,Extended_Plan,Agents,SUV,252,2,1,6,30
3730,10003730,Boston,Unemployed,Female,Extended_Plan,Direct Branch Contact,Coupe_2 Door,178,3,1,4,142
3731,10003731,Fairfield,Unemployed,Female,Premium_Plan,Agents,Coupe_2 Door,216,1,1,6,9
3732,10003732,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,258,3,1,4,116
3733,10003733,Indianapolis,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,126,7,2,2,73
3734,10003734,Tampa,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,196,1,4,4,108
3735,10003735,Fairfield,Unemployed,Male,Primary_Plan,Website,Coupe_2 Door,124,1,1,6,0
3736,10003736,Denver,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,202,9,1,4,129
3737,10003737,Denver,Unemployed,Female,Primary_Plan,Agents,SUV,236,3,1,2,86
3738,10003738,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,148,1,4,4,146
3739,10003739,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,7,2,4,112
3740,10003740,Tampa,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,190,1,4,2,95
3741,10003741,Denver,Unemployed,Male,Primary_Plan,Agents,Luxurious_SUV,368,9,2,5,0
3742,10003742,Tampa,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,132,2,2,2,69
3743,10003743,Denver,Employed,Male,Primary_Plan,Website,SUV,214,1,3,4,103
3744,10003744,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,148,6,4,6,39
3745,10003745,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,2,2,2,69
3746,10003746,Tampa,Disabled,Male,Primary_Plan,Direct Branch Contact,Sports Car,206,1,1,5,34
3747,10003747,Fairfield,Employed,Female,Extended_Plan,Website,Sedan_4 Door,176,1,2,6,26
3748,10003748,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,6,2,4,138
3749,10003749,Denver,Unemployed,Male,Extended_Plan,Agents,Sports Car,260,3,2,5,13
3750,10003750,Boston,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,134,1,2,6,13
3751,10003751,Boston,Employed,Female,Premium_Plan,Customer_Call_Centre,Coupe_2 Door,228,2,2,2,82
3752,10003752,Boston,Employed,Female,Premium_Plan,Agents,Coupe_2 Door,220,3,1,2,86
3753,10003753,Boston,Employed,Female,Primary_Plan,Website,Sedan_4 Door,126,3,2,4,108
3754,10003754,Fairfield,Retired,Male,Extended_Plan,Agents,Coupe_2 Door,180,7,1,6,26
3755,10003755,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,134,1,2,6,4
3756,10003756,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,2,3,2,64
3757,10003757,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,140,1,2,6,0
3758,10003758,Indianapolis,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,168,1,2,4,133
3759,10003759,Fairfield,Unemployed,Male,Extended_Plan,Website,Coupe_2 Door,168,3,4,2,60
3760,10003760,Denver,Unemployed,Female,Extended_Plan,Direct Branch Contact,Luxurious_SUV,476,2,3,2,82
3761,10003761,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,2,3,6,4
