,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
7928,Kumasi,primary_plan,Bachelor,Medical Leave,male,Married,220,30,9,1,contacting_agent,SUV,No
7929,Cape_coast,primary_plan,High School or Below,Employed,male,Married,122,86,2,2,contacting_branch_directly,4-door_car,No
7930,Takoradi,primary_plan,High School or Below,Disabled,female,Divorced,368,26,3,1,contacting_agent,luxirious_car,No
7931,Accra,primary_plan,Bachelor,Employed,female,Married,126,129,3,3,customer_call_centre,2-door_car,No
7932,Takoradi,extended_plan,College,Employed,male,Married,152,64,4,1,contacting_branch_directly,4-door_car,Yes
7933,Accra,primary_plan,High School or Below,Employed,female,Married,364,34,1,1,contacting_branch_directly,luxirious_car,No
7934,Cape_coast,extended_plan,Bachelor,Employed,female,Married,172,17,1,1,customer_call_centre,4-door_car,No
7935,Accra,primary_plan,High School or Below,Employed,female,Married,136,22,4,3,contacting_agent,4-door_car,No
7936,Takoradi,primary_plan,Bachelor,Employed,female,Married,130,4,2,2,customer_call_centre,4-door_car,No
7937,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,134,0,2,1,contacting_agent,4-door_car,No
7938,Takoradi,primary_plan,College,Unemployed,male,Single,128,112,2,3,contacting_agent,4-door_car,No
7939,Takoradi,primary_plan,College,Disabled,female,Married,146,133,1,1,contacting_agent,2-door_car,No
7940,Takoradi,primary_plan,Bachelor,Employed,female,Married,144,112,5,2,via_the_web,4-door_car,No
7941,Accra,extended_plan,College,Employed,female,Married,182,95,1,1,contacting_agent,4-door_car,No
7942,Tamale,extended_plan,High School or Below,Unemployed,male,Single,170,17,2,1,contacting_branch_directly,4-door_car,No
7943,Accra,premium_plan,High School or Below,Employed,male,Single,288,150,2,3,customer_call_centre,Sports Car,No
7944,Kumasi,extended_plan,High School or Below,Employed,female,Married,154,43,1,2,contacting_agent,4-door_car,No
7945,Cape_coast,primary_plan,Bachelor,Employed,male,Married,212,26,3,4,customer_call_centre,SUV,No
7946,Accra,primary_plan,College,Unemployed,female,Single,128,116,2,1,via_the_web,4-door_car,No
7947,Kumasi,extended_plan,Doctor,Employed,female,Married,186,43,2,1,contacting_branch_directly,4-door_car,No
7948,Cape_coast,extended_plan,High School or Below,Employed,female,Married,256,17,3,3,customer_call_centre,SUV,No
7949,Tamale,primary_plan,Bachelor,Employed,female,Divorced,144,103,3,1,contacting_agent,2-door_car,No
7950,Tamale,primary_plan,High School or Below,Employed,female,Divorced,134,22,6,1,contacting_branch_directly,2-door_car,No
7951,Accra,extended_plan,Bachelor,Unemployed,male,Married,254,86,2,1,contacting_agent,SUV,No
7952,Kumasi,primary_plan,College,Unemployed,female,Single,138,95,8,1,contacting_agent,4-door_car,No
7953,Takoradi,primary_plan,High School or Below,Unemployed,male,Single,122,22,7,3,customer_call_centre,4-door_car,No
7954,Cape_coast,primary_plan,Bachelor,Employed,female,Married,142,133,9,2,contacting_agent,2-door_car,No
7955,Takoradi,primary_plan,Bachelor,Employed,male,Single,136,77,1,2,contacting_branch_directly,4-door_car,No
7956,Takoradi,primary_plan,College,Unemployed,female,Single,222,17,2,2,customer_call_centre,SUV,No
7957,Takoradi,premium_plan,High School or Below,Unemployed,female,Single,230,82,2,1,contacting_branch_directly,4-door_car,No
7958,Takoradi,premium_plan,College,Disabled,female,Married,220,73,1,1,via_the_web,4-door_car,No
7959,Accra,extended_plan,College,Employed,female,Married,276,0,1,1,contacting_branch_directly,Sports Car,No
7960,Kumasi,primary_plan,Bachelor,Employed,female,Married,146,133,2,2,customer_call_centre,4-door_car,No
7961,Kumasi,extended_plan,Master,Employed,male,Married,170,30,3,2,contacting_agent,2-door_car,No
7962,Cape_coast,primary_plan,Doctor,Medical Leave,male,Married,124,69,3,2,customer_call_centre,4-door_car,No
7963,Accra,primary_plan,College,Employed,male,Married,146,69,1,2,customer_call_centre,4-door_car,No
7964,Tamale,primary_plan,Bachelor,Employed,male,Divorced,122,77,3,4,contacting_branch_directly,4-door_car,No
7965,Takoradi,primary_plan,Bachelor,Retired,female,Single,126,30,1,1,contacting_branch_directly,4-door_car,Yes
7966,Kumasi,primary_plan,Bachelor,Employed,male,Married,132,52,5,2,customer_call_centre,4-door_car,No
7967,Cape_coast,primary_plan,Bachelor,Employed,male,Married,126,52,1,2,contacting_branch_directly,2-door_car,No
7968,Accra,extended_plan,Bachelor,Employed,male,Divorced,152,0,8,2,contacting_agent,4-door_car,No
7969,Accra,extended_plan,Master,Employed,female,Married,186,120,1,4,contacting_branch_directly,2-door_car,No
7970,Kumasi,primary_plan,Doctor,Employed,female,Married,146,26,3,3,customer_call_centre,2-door_car,No
7971,Kumasi,primary_plan,College,Unemployed,male,Divorced,218,52,2,1,contacting_agent,Sports Car,No
7972,Takoradi,primary_plan,Bachelor,Employed,male,Married,124,4,5,2,customer_call_centre,4-door_car,Yes
7973,Takoradi,extended_plan,High School or Below,Unemployed,male,Married,184,17,3,3,customer_call_centre,4-door_car,No
7974,Accra,extended_plan,High School or Below,Employed,female,Divorced,152,69,3,2,contacting_agent,4-door_car,Yes
7975,Kumasi,primary_plan,College,Unemployed,female,Married,224,26,7,2,contacting_agent,SUV,No
7976,Accra,primary_plan,Bachelor,Employed,male,Single,148,69,4,3,via_the_web,2-door_car,No
7977,Tamale,primary_plan,High School or Below,Unemployed,male,Single,136,103,2,1,contacting_branch_directly,4-door_car,No
7978,Accra,primary_plan,College,Employed,female,Married,366,30,1,2,contacting_branch_directly,luxirious_car,No
7979,Kumasi,premium_plan,High School or Below,Employed,male,Married,234,26,2,1,contacting_agent,4-door_car,No
7980,Takoradi,primary_plan,College,Employed,male,Divorced,122,47,1,1,contacting_branch_directly,4-door_car,No
7981,Accra,primary_plan,College,Unemployed,male,Single,134,99,1,1,via_the_web,4-door_car,No
7982,Tamale,extended_plan,College,Employed,female,Married,246,56,1,2,customer_call_centre,SUV,No
7983,Tamale,primary_plan,High School or Below,Unemployed,female,Single,128,43,2,1,contacting_branch_directly,4-door_car,No
7984,Cape_coast,primary_plan,Doctor,Employed,male,Divorced,124,129,1,1,contacting_agent,4-door_car,Yes
7985,Cape_coast,primary_plan,Bachelor,Employed,female,Single,374,13,1,3,contacting_agent,luxirious_car,No
7986,Accra,premium_plan,Bachelor,Employed,female,Married,208,9,2,1,contacting_agent,4-door_car,No
7987,Kumasi,primary_plan,Bachelor,Employed,male,Single,136,77,8,1,contacting_agent,2-door_car,No
7988,Takoradi,primary_plan,College,Employed,female,Married,122,30,8,1,contacting_branch_directly,4-door_car,No
7989,Kumasi,primary_plan,College,Unemployed,female,Single,224,34,1,3,contacting_branch_directly,Sports Car,No
7990,Kumasi,premium_plan,Bachelor,Retired,female,Married,542,86,1,1,contacting_agent,luxurious_suv,Yes
7991,Accra,primary_plan,College,Unemployed,male,Divorced,146,39,2,1,contacting_agent,2-door_car,Yes
7992,Cape_coast,extended_plan,Bachelor,Employed,male,Married,178,9,2,1,contacting_agent,4-door_car,No
7993,Takoradi,extended_plan,College,Employed,male,Married,196,142,3,2,contacting_branch_directly,4-door_car,No
7994,Tamale,premium_plan,High School or Below,Disabled,female,Divorced,216,43,4,2,via_the_web,4-door_car,No
7995,Accra,extended_plan,Bachelor,Employed,male,Married,170,99,2,1,contacting_agent,4-door_car,No
7996,Accra,primary_plan,College,Disabled,female,Married,134,120,1,2,contacting_branch_directly,4-door_car,No
7997,Kumasi,primary_plan,High School or Below,Disabled,female,Married,226,69,1,2,contacting_branch_directly,Sports Car,No
7998,Kumasi,primary_plan,College,Disabled,female,Divorced,140,26,3,1,customer_call_centre,4-door_car,No
7999,Accra,primary_plan,Bachelor,Unemployed,female,Single,128,77,1,1,contacting_branch_directly,2-door_car,No
8000,Accra,primary_plan,High School or Below,Employed,male,Single,206,26,1,2,via_the_web,SUV,Yes
8001,Takoradi,extended_plan,College,Unemployed,female,Single,268,125,6,1,contacting_branch_directly,SUV,No
8002,Kumasi,primary_plan,College,Retired,male,Single,130,64,3,1,contacting_agent,2-door_car,Yes
8003,Cape_coast,primary_plan,Bachelor,Disabled,male,Married,206,34,1,1,contacting_branch_directly,Sports Car,Yes
8004,Accra,extended_plan,High School or Below,Employed,female,Married,174,142,7,1,contacting_branch_directly,4-door_car,No
8005,Accra,extended_plan,Bachelor,Unemployed,male,Single,168,17,1,3,contacting_branch_directly,4-door_car,No
8006,Tamale,extended_plan,Doctor,Unemployed,female,Married,168,77,4,1,contacting_agent,4-door_car,Yes
8007,Kumasi,extended_plan,High School or Below,Employed,male,Married,158,9,1,4,contacting_branch_directly,4-door_car,No
8008,Accra,primary_plan,High School or Below,Employed,male,Single,136,43,1,2,customer_call_centre,4-door_car,No
8009,Tamale,extended_plan,Bachelor,Unemployed,female,Married,246,142,1,3,customer_call_centre,SUV,No
8010,Accra,primary_plan,High School or Below,Unemployed,female,Married,220,30,5,1,contacting_branch_directly,SUV,No
8011,Accra,extended_plan,High School or Below,Employed,male,Married,174,116,1,4,contacting_agent,4-door_car,No
8012,Kumasi,extended_plan,College,Unemployed,female,Single,164,47,1,1,via_the_web,4-door_car,No
8013,Tamale,primary_plan,High School or Below,Employed,male,Married,140,82,1,2,customer_call_centre,4-door_car,No
8014,Accra,extended_plan,High School or Below,Employed,male,Divorced,198,13,1,1,contacting_agent,2-door_car,No
8015,Tamale,primary_plan,College,Employed,male,Married,202,13,6,4,contacting_branch_directly,SUV,No
8016,Accra,primary_plan,College,Retired,female,Divorced,212,108,3,1,contacting_agent,SUV,Yes
8017,Kumasi,primary_plan,Bachelor,Employed,female,Married,122,64,3,1,contacting_agent,4-door_car,No
8018,Tamale,extended_plan,High School or Below,Retired,female,Married,156,43,1,2,contacting_agent,4-door_car,Yes
8019,Takoradi,extended_plan,Bachelor,Unemployed,male,Divorced,154,64,1,1,contacting_branch_directly,2-door_car,No
8020,Accra,primary_plan,Bachelor,Employed,male,Married,126,103,2,2,contacting_branch_directly,4-door_car,No
8021,Accra,extended_plan,High School or Below,Employed,male,Married,190,120,1,2,customer_call_centre,4-door_car,No
8022,Takoradi,extended_plan,Bachelor,Employed,female,Divorced,256,22,9,3,contacting_agent,SUV,No
8023,Cape_coast,extended_plan,High School or Below,Unemployed,female,Single,254,95,1,1,contacting_agent,Sports Car,No
8024,Cape_coast,premium_plan,High School or Below,Unemployed,male,Single,236,99,1,1,contacting_agent,2-door_car,No
8025,Cape_coast,primary_plan,High School or Below,Employed,female,Divorced,204,26,2,1,via_the_web,SUV,No
8026,Accra,primary_plan,Doctor,Unemployed,female,Married,134,39,1,4,contacting_agent,4-door_car,No
8027,Takoradi,premium_plan,College,Employed,male,Married,204,30,4,1,via_the_web,4-door_car,No
8028,Accra,extended_plan,Bachelor,Unemployed,female,Married,248,138,1,2,customer_call_centre,SUV,No
8029,Accra,primary_plan,Bachelor,Employed,male,Divorced,146,108,2,2,customer_call_centre,2-door_car,Yes
8030,Takoradi,primary_plan,High School or Below,Medical Leave,female,Single,140,0,2,1,contacting_agent,2-door_car,No
8031,Cape_coast,premium_plan,High School or Below,Unemployed,male,Married,282,30,1,4,via_the_web,SUV,No
8032,Kumasi,extended_plan,College,Employed,female,Single,158,77,3,1,contacting_agent,4-door_car,No
8033,Cape_coast,primary_plan,College,Employed,male,Married,228,146,1,3,customer_call_centre,SUV,No
8034,Cape_coast,premium_plan,Bachelor,Employed,female,Married,214,82,8,2,contacting_agent,2-door_car,No
8035,Kumasi,extended_plan,College,Employed,female,Married,164,146,1,4,customer_call_centre,2-door_car,No
8036,Accra,premium_plan,High School or Below,Unemployed,male,Married,226,17,2,3,customer_call_centre,4-door_car,No
8037,Takoradi,premium_plan,College,Unemployed,female,Married,204,4,1,1,contacting_branch_directly,4-door_car,No
8038,Accra,extended_plan,High School or Below,Unemployed,female,Single,178,26,2,2,contacting_branch_directly,2-door_car,No
8039,Tamale,primary_plan,Doctor,Disabled,male,Married,146,112,4,3,via_the_web,2-door_car,No
8040,Takoradi,extended_plan,Bachelor,Employed,male,Married,416,133,6,3,customer_call_centre,luxurious_suv,No
8041,Accra,extended_plan,Doctor,Employed,male,Married,178,34,2,2,via_the_web,4-door_car,No
8042,Cape_coast,extended_plan,High School or Below,Disabled,female,Married,190,112,1,2,contacting_branch_directly,4-door_car,No
8043,Kumasi,extended_plan,Master,Unemployed,female,Married,190,13,9,1,contacting_agent,2-door_car,No
8044,Takoradi,primary_plan,High School or Below,Unemployed,female,Single,146,13,1,2,via_the_web,2-door_car,No
8045,Accra,extended_plan,Master,Employed,female,Married,174,64,4,4,contacting_agent,4-door_car,No
8046,Kumasi,extended_plan,Bachelor,Employed,male,Divorced,172,39,1,2,contacting_branch_directly,2-door_car,No
8047,Takoradi,primary_plan,High School or Below,Employed,female,Married,142,73,2,2,contacting_agent,2-door_car,Yes
8048,Accra,primary_plan,High School or Below,Medical Leave,male,Married,146,112,2,4,customer_call_centre,4-door_car,No
8049,Kumasi,primary_plan,Bachelor,Unemployed,male,Married,138,26,2,3,customer_call_centre,4-door_car,No
8050,Accra,primary_plan,High School or Below,Employed,female,Divorced,144,9,3,4,customer_call_centre,4-door_car,No
8051,Accra,premium_plan,College,Employed,female,Married,228,13,2,1,via_the_web,4-door_car,No
8052,Kumasi,primary_plan,College,Unemployed,female,Single,128,34,1,2,contacting_agent,4-door_car,No
8053,Accra,extended_plan,Bachelor,Employed,male,Married,170,9,1,2,contacting_agent,4-door_car,No
8054,Takoradi,primary_plan,College,Unemployed,female,Divorced,134,125,2,1,via_the_web,2-door_car,No
8055,Takoradi,extended_plan,Bachelor,Unemployed,female,Single,152,73,2,2,contacting_agent,4-door_car,No
8056,Cape_coast,primary_plan,High School or Below,Unemployed,male,Single,140,77,2,1,contacting_agent,4-door_car,No
8057,Takoradi,primary_plan,College,Employed,female,Divorced,372,0,1,1,customer_call_centre,luxirious_car,No
8058,Cape_coast,primary_plan,Master,Retired,female,Married,124,0,2,1,contacting_agent,2-door_car,Yes
8059,Accra,primary_plan,College,Employed,female,Married,208,69,1,2,customer_call_centre,SUV,No
8060,Accra,premium_plan,High School or Below,Employed,female,Single,204,9,4,1,via_the_web,4-door_car,No
8061,Accra,primary_plan,Bachelor,Retired,male,Married,134,82,2,1,contacting_branch_directly,4-door_car,Yes
8062,Takoradi,premium_plan,Bachelor,Unemployed,female,Single,236,39,1,1,via_the_web,4-door_car,No
8063,Accra,extended_plan,Bachelor,Employed,female,Married,254,82,3,3,contacting_branch_directly,SUV,No
8064,Accra,primary_plan,High School or Below,Employed,male,Married,366,60,2,4,contacting_branch_directly,luxirious_car,No
8065,Kumasi,primary_plan,High School or Below,Unemployed,female,Divorced,126,17,2,2,contacting_agent,4-door_car,Yes
8066,Tamale,primary_plan,Master,Employed,male,Single,132,112,6,1,via_the_web,4-door_car,No
8067,Accra,primary_plan,Master,Employed,male,Divorced,144,39,3,2,contacting_branch_directly,4-door_car,Yes
8068,Kumasi,primary_plan,Bachelor,Employed,male,Married,126,133,1,3,contacting_branch_directly,4-door_car,No
8069,Kumasi,primary_plan,Bachelor,Disabled,female,Married,126,43,2,3,customer_call_centre,2-door_car,No
8070,Cape_coast,primary_plan,Bachelor,Employed,male,Married,136,52,6,3,customer_call_centre,4-door_car,No
8071,Kumasi,primary_plan,High School or Below,Employed,female,Divorced,122,13,1,3,contacting_agent,2-door_car,No
8072,Kumasi,extended_plan,Bachelor,Employed,female,Divorced,262,52,1,2,customer_call_centre,SUV,No
8073,Cape_coast,primary_plan,College,Medical Leave,male,Married,130,43,1,3,via_the_web,4-door_car,No
8074,Kumasi,primary_plan,High School or Below,Unemployed,male,Married,142,0,1,2,contacting_branch_directly,4-door_car,No
8075,Cape_coast,primary_plan,College,Medical Leave,male,Married,144,103,1,4,contacting_agent,4-door_car,No
8076,Accra,primary_plan,College,Employed,female,Single,208,17,1,1,via_the_web,Sports Car,No
8077,Cape_coast,primary_plan,High School or Below,Unemployed,male,Single,148,138,3,1,contacting_agent,4-door_car,No
8078,Kumasi,primary_plan,Bachelor,Medical Leave,male,Married,232,99,1,3,contacting_agent,SUV,No
8079,Kumasi,primary_plan,Bachelor,Employed,male,Married,384,120,3,4,contacting_branch_directly,luxirious_car,No
8080,Accra,extended_plan,High School or Below,Unemployed,male,Married,262,146,9,1,contacting_agent,SUV,Yes
8081,Kumasi,primary_plan,College,Employed,female,Married,124,112,1,2,contacting_agent,4-door_car,Yes
8082,Accra,primary_plan,College,Unemployed,male,Married,398,17,1,2,via_the_web,luxirious_car,No
8083,Takoradi,premium_plan,High School or Below,Employed,male,Married,228,82,2,1,contacting_agent,4-door_car,No
8084,Kumasi,extended_plan,High School or Below,Employed,female,Married,152,4,2,3,contacting_branch_directly,2-door_car,No
8085,Accra,primary_plan,High School or Below,Employed,female,Married,148,133,1,2,customer_call_centre,4-door_car,No
8086,Accra,extended_plan,Bachelor,Unemployed,female,Single,268,64,1,2,contacting_branch_directly,Sports Car,No
8087,Accra,primary_plan,Bachelor,Employed,male,Married,138,9,2,4,contacting_branch_directly,4-door_car,No
8088,Cape_coast,primary_plan,Master,Employed,female,Single,214,120,1,2,contacting_branch_directly,SUV,Yes
8089,Accra,extended_plan,Bachelor,Employed,male,Married,172,69,2,3,contacting_agent,4-door_car,No
8090,Accra,primary_plan,Master,Employed,female,Married,142,142,1,2,via_the_web,4-door_car,No
8091,Accra,extended_plan,Bachelor,Employed,female,Married,158,43,3,1,contacting_agent,4-door_car,No
8092,Accra,extended_plan,College,Medical Leave,male,Married,152,103,1,4,via_the_web,2-door_car,No
8093,Takoradi,primary_plan,High School or Below,Employed,female,Married,140,138,2,2,customer_call_centre,2-door_car,No
8094,Kumasi,extended_plan,Master,Employed,female,Married,160,9,2,2,customer_call_centre,4-door_car,No
8095,Accra,primary_plan,Bachelor,Unemployed,female,Divorced,224,82,6,1,contacting_branch_directly,SUV,No
8096,Kumasi,primary_plan,College,Employed,male,Married,126,99,3,1,contacting_agent,4-door_car,No
8097,Takoradi,primary_plan,College,Employed,female,Divorced,132,133,6,2,customer_call_centre,4-door_car,Yes
8098,Kumasi,primary_plan,Bachelor,Employed,female,Married,126,129,2,2,contacting_agent,4-door_car,No
8099,Accra,premium_plan,Bachelor,Employed,female,Single,566,69,1,2,contacting_agent,luxirious_car,Yes
8100,Kumasi,premium_plan,College,Employed,female,Married,226,30,1,1,contacting_agent,4-door_car,No
8101,Tamale,extended_plan,Bachelor,Employed,male,Married,264,30,3,4,via_the_web,SUV,No
8102,Takoradi,extended_plan,College,Medical Leave,male,Divorced,192,125,2,1,contacting_branch_directly,2-door_car,No
8103,Kumasi,extended_plan,College,Unemployed,male,Single,270,52,2,2,contacting_branch_directly,SUV,No
8104,Tamale,primary_plan,Bachelor,Retired,male,Divorced,130,4,3,1,contacting_agent,4-door_car,Yes
8105,Takoradi,premium_plan,Bachelor,Unemployed,female,Single,376,22,1,3,contacting_agent,SUV,No
8106,Kumasi,primary_plan,High School or Below,Medical Leave,male,Single,146,95,4,2,customer_call_centre,4-door_car,Yes
8107,Accra,extended_plan,College,Employed,male,Single,420,30,1,2,contacting_agent,luxurious_suv,Yes
8108,Cape_coast,primary_plan,Bachelor,Disabled,female,Single,140,4,2,1,customer_call_centre,4-door_car,No
8109,Kumasi,primary_plan,College,Employed,female,Divorced,140,125,7,3,via_the_web,2-door_car,No
8110,Accra,extended_plan,College,Employed,male,Married,192,47,5,4,contacting_branch_directly,4-door_car,No
8111,Kumasi,primary_plan,High School or Below,Employed,female,Married,212,133,5,4,customer_call_centre,SUV,No
8112,Accra,primary_plan,Bachelor,Employed,male,Single,212,125,2,3,contacting_agent,SUV,No
8113,Accra,primary_plan,Master,Employed,female,Divorced,128,133,1,4,contacting_branch_directly,4-door_car,No
8114,Accra,extended_plan,High School or Below,Unemployed,male,Single,174,103,7,2,contacting_agent,4-door_car,No
8115,Accra,primary_plan,College,Employed,male,Married,234,112,1,4,via_the_web,SUV,No
8116,Kumasi,primary_plan,College,Employed,female,Married,136,34,2,2,customer_call_centre,2-door_car,No
8117,Kumasi,primary_plan,College,Medical Leave,female,Married,144,43,3,2,contacting_agent,4-door_car,No
8118,Accra,extended_plan,High School or Below,Medical Leave,male,Married,158,56,8,4,contacting_branch_directly,2-door_car,No
8119,Kumasi,primary_plan,High School or Below,Employed,male,Married,224,64,1,2,contacting_branch_directly,SUV,No
8120,Accra,primary_plan,Bachelor,Unemployed,male,Single,142,56,1,1,customer_call_centre,4-door_car,No
8121,Kumasi,extended_plan,High School or Below,Medical Leave,female,Married,184,39,4,1,customer_call_centre,4-door_car,No
8122,Takoradi,extended_plan,High School or Below,Employed,female,Married,272,0,2,1,via_the_web,SUV,No
8123,Kumasi,primary_plan,High School or Below,Employed,female,Married,212,60,2,3,contacting_agent,SUV,No
8124,Accra,primary_plan,Bachelor,Unemployed,male,Single,234,39,2,2,via_the_web,Sports Car,No
8125,Tamale,premium_plan,High School or Below,Employed,female,Married,212,125,9,1,contacting_agent,2-door_car,No
8126,Accra,extended_plan,Bachelor,Disabled,male,Divorced,156,13,2,3,contacting_agent,4-door_car,No
8127,Accra,premium_plan,High School or Below,Employed,male,Single,226,86,5,3,contacting_agent,4-door_car,No
8128,Accra,primary_plan,College,Unemployed,female,Divorced,128,108,4,2,customer_call_centre,4-door_car,No
8129,Kumasi,extended_plan,High School or Below,Employed,male,Married,256,0,3,1,contacting_branch_directly,SUV,No
8130,Kumasi,premium_plan,Bachelor,Employed,female,Single,206,60,1,1,contacting_branch_directly,2-door_car,Yes
8131,Accra,primary_plan,High School or Below,Employed,female,Single,124,103,2,1,contacting_agent,2-door_car,No
8132,Accra,extended_plan,High School or Below,Employed,male,Married,194,17,1,2,contacting_branch_directly,4-door_car,No
8133,Accra,premium_plan,High School or Below,Employed,male,Single,206,26,2,1,contacting_agent,4-door_car,Yes
8134,Tamale,extended_plan,Bachelor,Employed,female,Married,198,39,2,2,contacting_branch_directly,4-door_car,No
8135,Takoradi,premium_plan,Bachelor,Employed,female,Married,206,77,6,1,contacting_agent,2-door_car,No
8136,Cape_coast,primary_plan,College,Employed,female,Single,124,146,6,3,contacting_branch_directly,4-door_car,No
8137,Accra,premium_plan,High School or Below,Unemployed,male,Single,220,116,2,1,contacting_agent,4-door_car,No
8138,Accra,extended_plan,College,Employed,female,Single,178,120,1,2,contacting_agent,4-door_car,No
8139,Takoradi,primary_plan,Bachelor,Employed,female,Married,214,9,3,2,contacting_branch_directly,SUV,Yes
8140,Tamale,primary_plan,College,Medical Leave,female,Single,126,125,9,2,via_the_web,4-door_car,Yes
8141,Kumasi,extended_plan,College,Unemployed,male,Single,278,69,2,1,customer_call_centre,SUV,No
8142,Takoradi,extended_plan,Master,Employed,female,Single,172,13,1,1,contacting_agent,2-door_car,No
8143,Takoradi,primary_plan,Bachelor,Unemployed,male,Single,142,103,1,2,via_the_web,4-door_car,No
8144,Accra,primary_plan,College,Employed,male,Married,148,133,4,2,via_the_web,2-door_car,No
8145,Cape_coast,primary_plan,Bachelor,Employed,male,Divorced,138,4,9,1,contacting_agent,4-door_car,Yes
8146,Accra,extended_plan,Bachelor,Medical Leave,male,Married,186,95,1,2,customer_call_centre,2-door_car,No
8147,Kumasi,premium_plan,College,Employed,female,Married,224,0,1,3,contacting_agent,4-door_car,No
8148,Tamale,extended_plan,High School or Below,Employed,female,Married,278,69,1,1,contacting_branch_directly,SUV,Yes
8149,Kumasi,primary_plan,College,Employed,male,Divorced,132,26,1,1,contacting_agent,2-door_car,Yes
8150,Kumasi,extended_plan,College,Employed,male,Divorced,274,9,8,1,customer_call_centre,Sports Car,No
8151,Tamale,extended_plan,High School or Below,Retired,male,Married,188,133,2,4,contacting_agent,4-door_car,No
8152,Takoradi,primary_plan,Bachelor,Employed,male,Married,140,39,9,3,contacting_branch_directly,4-door_car,No
8153,Takoradi,primary_plan,College,Employed,male,Married,140,13,1,2,contacting_branch_directly,4-door_car,No
8154,Takoradi,primary_plan,Master,Employed,female,Divorced,128,120,3,1,contacting_agent,4-door_car,No
8155,Accra,premium_plan,College,Unemployed,male,Single,222,9,3,1,contacting_agent,4-door_car,No
8156,Kumasi,primary_plan,Bachelor,Employed,female,Married,214,52,1,3,contacting_branch_directly,SUV,No
8157,Accra,primary_plan,Bachelor,Employed,female,Divorced,132,26,7,2,via_the_web,2-door_car,Yes
8158,Kumasi,extended_plan,Master,Employed,male,Divorced,198,4,4,1,contacting_agent,2-door_car,No
8159,Takoradi,extended_plan,High School or Below,Unemployed,female,Married,268,138,1,1,contacting_branch_directly,SUV,No
8160,Takoradi,primary_plan,College,Employed,male,Divorced,390,43,1,1,via_the_web,luxirious_car,No
8161,Accra,extended_plan,College,Employed,male,Married,190,26,2,3,contacting_agent,4-door_car,No
8162,Kumasi,extended_plan,Doctor,Employed,male,Married,250,43,1,2,contacting_branch_directly,SUV,Yes
8163,Accra,primary_plan,College,Retired,male,Married,132,30,5,2,contacting_agent,2-door_car,Yes
8164,Kumasi,primary_plan,Master,Unemployed,male,Divorced,146,142,3,1,contacting_branch_directly,4-door_car,No
8165,Kumasi,extended_plan,College,Retired,female,Divorced,172,90,6,1,contacting_branch_directly,4-door_car,Yes
8166,Takoradi,primary_plan,College,Unemployed,female,Married,214,13,3,1,contacting_agent,SUV,Yes
8167,Cape_coast,premium_plan,Bachelor,Unemployed,female,Married,506,64,7,3,via_the_web,luxirious_car,No
8168,Tamale,premium_plan,Bachelor,Employed,female,Married,238,86,1,3,contacting_agent,2-door_car,No
8169,Takoradi,primary_plan,Bachelor,Employed,female,Married,140,26,2,1,via_the_web,2-door_car,No
8170,Accra,extended_plan,Bachelor,Employed,female,Divorced,182,64,4,3,contacting_branch_directly,4-door_car,No
8171,Accra,primary_plan,College,Unemployed,female,Single,136,103,2,2,via_the_web,4-door_car,No
8172,Accra,extended_plan,High School or Below,Employed,male,Single,166,120,3,2,contacting_branch_directly,4-door_car,No
8173,Takoradi,primary_plan,High School or Below,Employed,male,Married,202,103,2,2,via_the_web,SUV,No
8174,Accra,primary_plan,Master,Employed,male,Married,126,69,3,3,contacting_branch_directly,2-door_car,No
8175,Cape_coast,extended_plan,Bachelor,Employed,male,Married,190,4,7,2,via_the_web,4-door_car,No
8176,Takoradi,primary_plan,Doctor,Employed,female,Married,122,47,1,2,contacting_agent,4-door_car,No
8177,Accra,extended_plan,Bachelor,Employed,male,Single,242,90,1,1,contacting_agent,SUV,No
8178,Tamale,extended_plan,Bachelor,Employed,female,Married,194,112,3,4,via_the_web,4-door_car,No
8179,Kumasi,extended_plan,Bachelor,Employed,female,Married,154,17,9,4,customer_call_centre,2-door_car,No
8180,Accra,extended_plan,High School or Below,Employed,male,Single,188,13,1,1,contacting_agent,2-door_car,No
8181,Cape_coast,extended_plan,Bachelor,Unemployed,male,Single,166,13,1,1,contacting_branch_directly,4-door_car,No
8182,Takoradi,primary_plan,Bachelor,Unemployed,male,Single,134,99,2,1,contacting_agent,4-door_car,No
8183,Tamale,primary_plan,College,Retired,male,Single,130,64,3,1,contacting_agent,2-door_car,Yes
8184,Tamale,premium_plan,High School or Below,Unemployed,male,Single,238,13,2,2,contacting_agent,4-door_car,No
8185,Accra,extended_plan,Bachelor,Employed,female,Married,256,4,4,1,contacting_branch_directly,SUV,No
8186,Accra,primary_plan,Bachelor,Unemployed,male,Single,132,60,2,1,via_the_web,4-door_car,No
8187,Kumasi,primary_plan,Bachelor,Unemployed,male,Married,138,142,2,1,contacting_agent,4-door_car,No
8188,Takoradi,primary_plan,Doctor,Unemployed,female,Married,140,39,3,2,customer_call_centre,4-door_car,No
8189,Kumasi,extended_plan,High School or Below,Medical Leave,female,Single,170,125,3,1,contacting_agent,4-door_car,No
