Customer_ID,City,Work_Status,Gender,Coverage_Type,Accessbility,Vehicle_Type,Monthly_Premium,Open_Policies,Renew_Offer_Type,Vehicle_Age_In_Years,Weeks_Since_Claim,Churn
10004019,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,148,2,1,4,103,No
10004020,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,SUV,268,9,1,2,95,No
10004021,Boston,Unemployed,Male,Extended_Plan,Website,Sedan_4 Door,170,2,1,6,13,No
10004022,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,134,3,2,6,13,No
10004023,Tampa,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,124,1,1,6,39,No
10004024,Fairfield,Employed,Female,Primary_Plan,Website,Sedan_4 Door,130,2,2,4,129,No
10004025,Indianapolis,Employed,Female,Primary_Plan,Agents,SUV,204,1,2,4,103,No
10004026,Fairfield,Employed,Male,Primary_Plan,Agents,Luxurious_SUV,368,1,3,2,73,No
10004027,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Luxurious_SUV,366,7,1,4,125,No
10004028,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,142,3,1,4,108,No
10004029,Tampa,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,144,1,1,4,120,No
10004030,Boston,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,8,3,4,120,No
10004031,Boston,Unemployed,Male,Primary_Plan,Website,Coupe_2 Door,134,3,1,6,47,No
10004032,Indianapolis,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,142,1,4,2,52,No
10004033,Fairfield,Disabled,Male,Primary_Plan,Direct Branch Contact,Sports Car,204,2,1,4,142,No
10004034,Indianapolis,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,198,2,1,4,112,No
10004035,Tampa,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,124,3,1,6,22,No
10004036,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,2,1,6,34,No
10004037,Boston,Employed,Male,Primary_Plan,Website,Luxurious_SUV,386,1,2,2,64,No
10004038,Tampa,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,1,4,2,77,No
10004039,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,160,2,1,2,95,No
10004040,Denver,Disabled,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,124,6,1,4,108,No
10004041,Fairfield,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,192,1,1,2,90,No
10004042,Denver,Unemployed,Male,Primary_Plan,Website,SUV,216,2,4,2,64,No
10004043,Denver,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,162,5,1,2,95,No
10004044,Boston,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,8,1,6,30,No
10004045,Boston,Unemployed,Female,Primary_Plan,Agents,Luxurious_SUV,380,2,2,7,30,No
10004046,Indianapolis,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,202,1,3,6,9,No
10004047,Denver,Unemployed,Female,Primary_Plan,Website,Coupe_2 Door,142,6,3,6,13,No
10004048,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,130,1,2,6,17,No
10004049,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,2,4,4,142,No
10004050,Tampa,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,5,4,6,9,No
10004051,Denver,Employed,Male,Primary_Plan,Agents,SUV,210,2,1,6,13,Yes
10004052,Boston,Employed,Female,Primary_Plan,Agents,SUV,226,7,1,2,52,Yes
10004053,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,146,1,2,6,17,No
10004054,Denver,Employed,Female,Extended_Plan,Website,SUV,274,3,2,6,4,No
10004055,Tampa,Disabled,Female,Extended_Plan,Agents,Coupe_2 Door,186,8,2,4,103,No
10004056,Denver,Unemployed,Male,Primary_Plan,Website,SUV,226,2,4,6,0,No
10004057,Boston,Employed,Female,Premium_Plan,Agents,Coupe_2 Door,212,5,1,6,47,No
10004058,Boston,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,190,1,2,6,13,Yes
10004059,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,136,1,2,2,90,No
10004060,Boston,Unemployed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,182,1,1,6,30,No
10004061,Denver,Employed,Male,Extended_Plan,Agents,Coupe_2 Door,184,3,4,6,9,No
10004062,Tampa,Unemployed,Female,Primary_Plan,Direct Branch Contact,SUV,232,2,2,4,125,No
10004063,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,212,2,1,4,146,Yes
10004064,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,162,1,2,4,142,No
10004065,Boston,Employed,Female,Extended_Plan,Agents,SUV,276,1,2,2,86,Yes
10004066,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,134,7,1,4,116,No
10004067,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,5,1,4,142,No
10004068,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,140,3,1,6,17,No
10004069,Denver,Disabled,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,186,7,3,4,142,No
10004070,Fairfield,Employed,Male,Premium_Plan,Website,SUV,386,9,4,4,103,No
10004071,Denver,Unemployed,Male,Extended_Plan,Agents,SUV,262,9,1,4,146,Yes
10004072,Boston,Retired,Male,Primary_Plan,Website,SUV,210,1,2,6,43,No
10004073,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,124,2,1,2,64,Yes
10004074,Tampa,Employed,Female,Primary_Plan,Website,Sports Car,230,2,1,2,64,No
10004075,Denver,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Sports Car,214,1,3,2,77,No
10004076,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,1,3,6,26,No
10004077,Boston,Unemployed,Male,Extended_Plan,Website,Sports Car,248,2,3,7,9,No
10004078,Boston,Unemployed,Male,Primary_Plan,Website,Luxurious_SUV,360,2,1,2,64,No
10004079,Denver,Employed,Female,Extended_Plan,Agents,Luxurious_SUV,430,1,1,7,17,Yes
10004080,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,2,2,90,No
10004081,Denver,Employed,Female,Premium_Plan,Agents,Sports Car,398,2,1,4,146,No
10004082,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,208,1,3,2,86,No
10004083,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,2,2,69,No
10004084,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,136,3,2,6,43,No
10004085,Tampa,Unemployed,Male,Extended_Plan,Agents,SUV,252,2,1,2,52,Yes
10004086,Boston,Employed,Male,Premium_Plan,Agents,Luxurious_SUV,552,1,1,4,142,Yes
10004087,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,6,2,2,52,Yes
10004088,Indianapolis,Unemployed,Male,Extended_Plan,Agents,Sedan_4 Door,186,1,3,4,125,No
10004089,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,184,2,1,2,52,No
10004090,Tampa,Medical Leave,Female,Primary_Plan,Website,Coupe_2 Door,130,4,1,6,9,Yes
10004091,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,1,3,7,26,No
10004092,Boston,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,212,1,1,4,103,No
10004093,Denver,Medical Leave,Female,Primary_Plan,Website,Coupe_2 Door,130,4,1,7,9,Yes
10004094,Denver,Disabled,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,2,1,7,13,Yes
10004095,Tampa,Disabled,Female,Primary_Plan,Agents,Coupe_2 Door,142,3,1,7,17,No
10004096,Denver,Employed,Male,Primary_Plan,Website,Sedan_4 Door,148,1,4,7,99,No
10004097,Indianapolis,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,222,2,2,2,60,No
10004098,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,226,1,1,7,4,No
10004099,Boston,Disabled,Male,Extended_Plan,Website,SUV,262,2,3,2,60,No
10004100,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,148,7,1,4,133,No
10004101,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,1,2,2,86,No
10004102,Tampa,Employed,Female,Extended_Plan,Agents,Luxurious_SUV,430,1,1,7,17,Yes
10004103,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,146,2,1,7,26,Yes
10004104,Denver,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,90,Yes
10004105,Tampa,Disabled,Male,Extended_Plan,Direct Branch Contact,Sports Car,278,7,1,7,30,No
10004106,Fairfield,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,228,3,1,7,9,No
10004107,Fairfield,Medical Leave,Male,Primary_Plan,Agents,Sedan_4 Door,144,8,1,2,60,No
10004108,Boston,Employed,Male,Extended_Plan,Agents,Sports Car,274,5,2,7,9,Yes
10004109,Denver,Employed,Male,Extended_Plan,Agents,Luxurious_SUV,420,1,2,7,30,Yes
10004110,Indianapolis,Unemployed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,5,1,2,77,Yes
10004111,Tampa,Disabled,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,3,1,4,150,No
10004112,Denver,Employed,Female,Premium_Plan,Direct Branch Contact,Coupe_2 Door,206,1,2,4,150,No
10004113,Tampa,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,1,1,4,120,No
10004114,Denver,Disabled,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,146,2,2,7,17,Yes
10004115,Denver,Employed,Female,Premium_Plan,Agents,Sedan_4 Door,208,2,1,2,69,No
10004116,Fairfield,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,138,1,2,2,56,Yes
10004117,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,3,3,7,13,No
10004118,Fairfield,Medical Leave,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,122,3,3,7,26,No
10004119,Denver,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,122,1,1,7,47,No
10004120,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,126,1,4,7,4,No
10004121,Indianapolis,Disabled,Male,Primary_Plan,Agents,Sedan_4 Door,136,3,1,4,146,No
10004122,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,212,2,1,4,146,Yes
10004123,Indianapolis,Unemployed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,144,2,1,7,39,No
10004124,Denver,Employed,Male,Extended_Plan,Website,SUV,256,1,2,2,69,No
10004125,Denver,Unemployed,Female,Primary_Plan,Agents,Coupe_2 Door,128,1,4,7,99,No
10004126,Tampa,Unemployed,Female,Extended_Plan,Website,Luxurious_SUV,408,2,1,5,150,No
10004127,Denver,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,126,1,1,2,95,No
10004128,Boston,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,174,2,1,2,56,No
10004129,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,4,1,2,73,No
10004130,Tampa,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,164,8,2,4,112,Yes
10004131,Denver,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,126,2,1,7,9,No
10004132,Tampa,Unemployed,Female,Premium_Plan,Direct Branch Contact,SUV,304,7,1,7,34,No
10004133,Tampa,Unemployed,Female,Primary_Plan,Website,Sports Car,208,3,1,4,129,No
10004134,Denver,Retired,Male,Primary_Plan,Direct Branch Contact,SUV,230,2,1,7,9,Yes
10004135,Denver,Retired,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,126,1,1,7,30,Yes
10004136,Indianapolis,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,126,1,2,7,9,No
10004137,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,140,4,1,7,4,No
10004138,Tampa,Disabled,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,1,4,7,4,No
10004139,Fairfield,Employed,Male,Premium_Plan,Customer_Call_Centre,Sedan_4 Door,224,7,4,7,43,No
10004140,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,144,5,4,4,142,No
10004141,Denver,Unemployed,Male,Extended_Plan,Website,SUV,266,1,1,2,77,No
10004142,Denver,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,164,8,2,4,112,Yes
10004143,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,3,1,7,47,No
10004144,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,1,2,2,52,Yes
10004145,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,3,1,7,4,No
10004146,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,234,1,1,4,112,No
10004147,Denver,Unemployed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,124,1,2,2,82,No
10004148,Boston,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,130,2,1,7,34,No
10004149,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,126,1,4,4,142,No
10004150,Fairfield,Employed,Female,Extended_Plan,Website,Sedan_4 Door,152,2,4,7,13,No
10004151,Tampa,Disabled,Female,Premium_Plan,Agents,Sedan_4 Door,202,2,1,2,77,Yes
10004152,Denver,Unemployed,Male,Extended_Plan,Agents,Coupe_2 Door,194,3,1,4,112,No
10004153,Indianapolis,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,274,1,1,2,52,No
10004154,Fairfield,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,122,3,4,4,120,No
10004155,Fairfield,Unemployed,Female,Extended_Plan,Agents,Sedan_4 Door,174,1,2,7,17,Yes
10004156,Tampa,Employed,Female,Primary_Plan,Agents,SUV,226,2,3,2,90,No
10004157,Tampa,Retired,Female,Extended_Plan,Agents,Sedan_4 Door,180,2,1,2,77,Yes
10004158,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,144,5,1,4,120,No
10004159,Boston,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,1,1,4,112,No
10004160,Fairfield,Employed,Female,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,122,3,2,2,64,No
10004161,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,214,3,2,7,9,Yes
10004162,Fairfield,Employed,Male,Primary_Plan,Website,Coupe_2 Door,130,6,1,7,26,No
10004163,Tampa,Employed,Male,Extended_Plan,Website,Coupe_2 Door,188,1,2,2,86,No
10004164,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,186,5,2,4,129,Yes
10004165,Indianapolis,Disabled,Male,Extended_Plan,Agents,Luxirious_Car,414,3,4,4,108,No
10004166,Tampa,Unemployed,Male,Extended_Plan,Agents,SUV,262,9,1,4,146,Yes
10004167,Fairfield,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,138,1,3,7,22,No
10004168,Tampa,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,138,1,2,7,17,Yes
10004169,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,148,8,4,2,82,No
10004170,Boston,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,7,1,2,69,No
10004171,Tampa,Employed,Female,Extended_Plan,Website,Coupe_2 Door,178,1,1,4,146,No
10004172,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,9,2,7,99,No
10004173,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,122,6,2,7,34,No
10004174,Denver,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,132,1,4,7,9,No
10004175,Boston,Employed,Female,Primary_Plan,Website,Sedan_4 Door,122,2,1,7,43,No
10004176,Denver,Unemployed,Male,Extended_Plan,Agents,SUV,264,2,1,2,86,No
10004177,Tampa,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,136,2,1,7,34,No
10004178,Boston,Employed,Male,Primary_Plan,Website,SUV,200,1,2,7,22,No
10004179,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,164,2,2,4,142,No
10004180,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,136,3,4,4,125,No
10004181,Boston,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,126,3,1,7,0,No
10004182,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,134,6,2,7,13,Yes
10004183,Tampa,Medical Leave,Female,Primary_Plan,Agents,Sedan_4 Door,130,1,1,7,99,Yes
10004184,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,210,2,3,7,34,No
10004185,Boston,Retired,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,172,6,1,2,90,Yes
10004186,Fairfield,Employed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,160,3,2,7,22,Yes
10004187,Denver,Retired,Male,Extended_Plan,Agents,Sedan_4 Door,172,3,1,2,90,Yes
10004188,Denver,Retired,Female,Primary_Plan,Agents,Coupe_2 Door,124,2,1,7,0,Yes
10004189,Boston,Unemployed,Male,Primary_Plan,Agents,SUV,210,2,3,7,30,No
10004190,Tampa,Employed,Female,Extended_Plan,Agents,Luxurious_SUV,426,3,4,2,77,No
10004191,Boston,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,122,3,2,7,17,No
10004192,Boston,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,146,9,2,7,34,No
10004193,Indianapolis,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,122,1,2,4,103,No
10004194,Fairfield,Unemployed,Female,Primary_Plan,Agents,Sedan_4 Door,136,2,1,2,82,Yes
10004195,Boston,Medical Leave,Male,Premium_Plan,Agents,Sedan_4 Door,228,2,1,2,73,No
10004196,Denver,Disabled,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,148,2,1,7,13,Yes
10004197,Tampa,Unemployed,Male,Primary_Plan,Website,Sedan_4 Door,146,3,4,7,4,No
10004198,Fairfield,Employed,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,224,5,2,2,56,No
10004199,Fairfield,Unemployed,Female,Primary_Plan,Customer_Call_Centre,SUV,218,3,2,7,22,No
10004200,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,130,1,4,2,90,No
10004201,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,220,8,2,7,99,Yes
10004202,Denver,Unemployed,Male,Primary_Plan,Website,SUV,202,3,4,4,133,No
10004203,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,176,6,2,7,22,No
10004204,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,142,1,2,7,34,No
10004205,Indianapolis,Employed,Male,Primary_Plan,Agents,SUV,214,2,1,7,26,No
10004206,Denver,Employed,Male,Extended_Plan,Website,Coupe_2 Door,176,1,1,2,64,No
10004207,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,152,8,1,2,73,Yes
10004208,Tampa,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,218,1,1,7,9,No
10004209,Tampa,Employed,Female,Extended_Plan,Agents,Coupe_2 Door,182,2,2,2,86,No
10004210,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,122,7,4,2,64,No
10004211,Boston,Employed,Female,Extended_Plan,Agents,Sedan_4 Door,194,3,1,2,82,No
10004212,Indianapolis,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,216,1,1,4,129,No
10004213,Boston,Retired,Male,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,178,3,2,7,17,No
10004214,Tampa,Unemployed,Male,Primary_Plan,Direct Branch Contact,SUV,206,9,1,2,56,No
10004215,Tampa,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,130,1,2,7,4,No
10004216,Denver,Employed,Male,Extended_Plan,Website,Sedan_4 Door,182,3,4,2,90,No
10004217,Boston,Employed,Male,Premium_Plan,Direct Branch Contact,Sedan_4 Door,210,9,1,7,13,No
10004218,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,144,2,3,7,47,No
10004219,Denver,Employed,Female,Primary_Plan,Website,Coupe_2 Door,124,5,2,2,69,No
10004220,Boston,Unemployed,Male,Premium_Plan,Direct Branch Contact,SUV,354,7,3,7,0,No
10004221,Fairfield,Unemployed,Male,Extended_Plan,Agents,SUV,268,4,2,4,112,No
10004222,Boston,Disabled,Female,Extended_Plan,Direct Branch Contact,Sedan_4 Door,194,3,1,4,133,No
10004223,Tampa,Employed,Female,Extended_Plan,Customer_Call_Centre,Sedan_4 Door,178,3,1,7,34,No
10004224,Denver,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,136,4,3,2,95,No
10004225,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,SUV,222,1,3,7,34,No
10004226,Boston,Medical Leave,Female,Extended_Plan,Agents,Sedan_4 Door,162,3,1,2,52,No
10004227,Denver,Employed,Female,Primary_Plan,Agents,SUV,226,7,1,2,52,Yes
10004228,Tampa,Retired,Male,Primary_Plan,Agents,Sedan_4 Door,130,3,1,7,4,Yes
10004229,Boston,Employed,Male,Primary_Plan,Website,Sedan_4 Door,140,3,2,7,34,No
10004230,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,4,3,7,9,No
10004231,Tampa,Disabled,Female,Premium_Plan,Direct Branch Contact,Sedan_4 Door,220,7,2,2,73,No
10004232,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,124,2,3,7,30,No
10004233,Fairfield,Employed,Female,Extended_Plan,Agents,SUV,252,2,4,7,26,No
10004234,Tampa,Disabled,Female,Primary_Plan,Website,Sedan_4 Door,142,2,4,7,47,No
10004235,Boston,Employed,Male,Primary_Plan,Agents,Sedan_4 Door,136,2,1,2,86,No
10004236,Denver,Medical Leave,Female,Primary_Plan,Agents,Coupe_2 Door,138,1,1,2,82,No
10004237,Indianapolis,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,142,9,1,2,69,No
10004238,Denver,Employed,Male,Primary_Plan,Agents,Sports Car,220,1,1,4,120,No
10004239,Fairfield,Employed,Male,Extended_Plan,Direct Branch Contact,Coupe_2 Door,184,4,1,7,99,No
10004240,Denver,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,176,2,2,7,30,Yes
10004241,Tampa,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,140,5,2,7,0,No
10004242,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,152,4,1,2,64,Yes
10004243,Tampa,Employed,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,144,1,2,2,73,No
10004244,Denver,Employed,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,130,1,4,7,30,No
10004245,Denver,Unemployed,Female,Primary_Plan,Website,Sedan_4 Door,136,1,3,7,26,No
10004246,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,SUV,214,9,1,4,125,No
10004247,Tampa,Employed,Female,Primary_Plan,Agents,Coupe_2 Door,124,1,1,7,9,No
10004248,Fairfield,Employed,Male,Primary_Plan,Agents,Sports Car,230,7,1,7,4,No
10004249,Boston,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,218,2,1,2,69,No
10004250,Denver,Unemployed,Female,Primary_Plan,Agents,SUV,206,6,1,4,125,No
10004251,Boston,Employed,Female,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,136,4,2,7,43,No
10004252,Tampa,Employed,Female,Extended_Plan,Direct Branch Contact,SUV,258,4,1,4,150,No
10004253,Tampa,Medical Leave,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,3,1,2,73,Yes
10004254,Fairfield,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,9,4,4,133,No
10004255,Denver,Employed,Male,Extended_Plan,Agents,Sedan_4 Door,186,2,2,4,116,No
10004256,Fairfield,Unemployed,Male,Primary_Plan,Agents,Sedan_4 Door,144,2,1,2,73,No
10004257,Boston,Unemployed,Male,Primary_Plan,Customer_Call_Centre,Sedan_4 Door,128,5,1,4,108,No
10004258,Denver,Unemployed,Male,Primary_Plan,Agents,Coupe_2 Door,130,2,2,7,39,Yes
10004259,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,132,1,1,2,60,No
10004260,Tampa,Employed,Male,Premium_Plan,Agents,Sedan_4 Door,212,8,2,7,34,No
10004261,Fairfield,Employed,Male,Primary_Plan,Direct Branch Contact,Sedan_4 Door,128,8,4,2,82,No
10004262,Denver,Unemployed,Female,Premium_Plan,Agents,Sedan_4 Door,238,2,1,2,77,No
10004263,Denver,Disabled,Female,Primary_Plan,Direct Branch Contact,Sedan_4 Door,146,2,1,2,73,No
10004264,Denver,Medical Leave,Female,Extended_Plan,Customer_Call_Centre,SUV,262,3,4,4,112,No
10004265,Indianapolis,Employed,Female,Extended_Plan,Website,Sedan_4 Door,192,2,4,4,108,No
10004266,Boston,Medical Leave,Female,Primary_Plan,Direct Branch Contact,Coupe_2 Door,148,2,2,2,56,No
10004267,Indianapolis,Employed,Male,Primary_Plan,Customer_Call_Centre,Coupe_2 Door,126,2,1,4,112,No
10004268,Boston,Employed,Female,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,186,5,2,4,129,Yes
10004269,Boston,Employed,Male,Extended_Plan,Customer_Call_Centre,Coupe_2 Door,192,1,4,2,52,No
10004270,Denver,Employed,Male,Primary_Plan,Direct Branch Contact,Coupe_2 Door,138,4,1,7,39,No
10004271,Denver,Employed,Male,Premium_Plan,Customer_Call_Centre,Coupe_2 Door,216,1,2,4,129,No
10004272,Boston,Unemployed,Male,Extended_Plan,Customer_Call_Centre,SUV,278,1,1,7,26,No
10004273,Denver,Employed,Male,Primary_Plan,Customer_Call_Centre,SUV,232,7,2,4,133,No
10004274,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,188,2,2,4,146,No
10004275,Boston,Employed,Female,Primary_Plan,Website,Sedan_4 Door,122,3,2,7,9,No
10004276,Boston,Employed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,184,3,1,7,0,No
10004277,Tampa,Unemployed,Male,Extended_Plan,Direct Branch Contact,Sedan_4 Door,154,2,1,4,108,No
10004278,Denver,Unemployed,Male,Primary_Plan,Customer_Call_Centre,SUV,236,8,1,7,0,No
10004279,Indianapolis,Employed,Female,Primary_Plan,Agents,Sedan_4 Door,142,1,1,2,64,No
10004280,Denver,Employed,Female,Extended_Plan,Direct Branch Contact,Sports Car,262,6,1,4,150,No
10004281,Denver,Employed,Male,Primary_Plan,Agents,Coupe_2 Door,140,4,3,7,26,No
10004282,Denver,Employed,Female,Extended_Plan,Website,Sedan_4 Door,186,4,3,7,17,No
10004283,Denver,Employed,Female,Primary_Plan,Customer_Call_Centre,SUV,216,2,2,7,17,No
